Nombre,Edad,Altura,Peso,Nacionalidad,General,Potencia,Club,Valor_euro,Pie_habil,Ritmo,Disparo,Total_pases,Regate,Defensa,Fisico,Finalización,Precision_cabeza,Volea,Control_balon,Aceleracion,Sprint,Agilidad,Reaccion,Balance,Potencia_disparo,Salto,Resistencia,Fuerza,Tiros_largos,Agrecion,Intercepciones,Posicionamiento,Vision,Penaltis
8297,A. Slimane,21,188,80,Tunisia,67,73,Brøndby IF,1600000,Right,66,59,62,69,58,75,59,50,47,70,68,65,66,68,66,64,65,84,77,59,62,58,67,67,49
8298,N. Angulo,19,184,65,Ecuador,67,80,RSC Anderlecht,2400000,Right,81,59,60,68,34,53,66,46,42,69,80,82,70,58,58,55,64,66,48,50,46,38,69,63,60
8299,L. Engel,23,178,72,Denmark,67,73,Silkeborg IF,1500000,Left,80,56,61,66,59,69,58,59,48,68,79,81,68,60,67,60,70,80,65,48,64,57,59,57,50
8300,A. Bonnet,35,173,65,France,67,67,US Quevilly Rouen Métropole,425000,Left,70,65,67,70,47,58,64,46,54,69,73,67,85,62,82,67,32,61,65,66,42,56,63,66,74
8301,D. De Silva,25,170,60,Australia,67,69,Macarthur FC,1300000,Right,79,59,65,72,48,58,58,39,59,70,83,76,85,60,86,60,74,75,48,60,57,50,59,67,52
8302,G. Durbant,30,183,75,France,67,67,Stade Lavallois Mayenne FC,1000000,Right,60,66,49,66,18,64,71,65,62,68,60,60,71,72,59,65,68,81,66,58,35,10,69,57,60
8303,L. Caicedo,30,179,80,Ecuador,67,67,LDU Quito,825000,Right,50,28,47,41,66,77,24,68,22,51,48,52,54,65,70,37,71,71,80,26,80,64,29,28,37
8304,L. Crepulja,28,178,69,Croatia,67,67,Rapid București,900000,Left,60,57,62,60,67,69,54,65,47,60,63,58,65,62,65,66,71,75,65,56,71,67,61,63,59
8305,Flávio,28,191,84,Brazil,67,69,FC Paços de Ferreira,1000000,Right,48,29,40,44,65,73,24,69,20,45,42,52,37,65,38,43,76,55,80,30,75,66,23,30,35
8306,T. Domgjoni,23,177,74,Kosovo,67,74,Vitesse,2000000,Right,69,57,65,68,64,70,51,61,63,68,70,69,72,68,73,67,71,80,66,60,67,63,64,64,50
8307,W. Boyle,26,191,84,England,67,69,Huddersfield Town,1100000,Left,46,29,44,49,66,78,25,69,24,50,47,46,37,64,48,46,70,70,84,20,73,65,24,34,41
8308,M. Kryeziu,25,196,96,Kosovo,67,69,FC Zürich,1100000,Left,38,36,48,51,65,80,31,68,18,65,36,39,45,62,51,59,66,68,92,31,70,64,23,48,36
8309,Charles,26,186,80,Brazil,67,70,FC Midtjylland,1300000,Right,77,58,63,67,63,70,53,65,57,68,74,80,71,64,65,66,61,78,69,60,65,65,68,65,50
8310,F. Piasecki,27,186,77,Poland,67,68,Raków Częstochowa,1200000,Right,76,68,58,64,35,77,70,58,64,65,75,77,74,58,67,69,76,81,78,66,68,37,69,54,62
8311,D. Rots,20,178,67,Netherlands,67,75,FC Twente,2200000,Left,81,61,60,69,34,59,63,51,60,68,82,81,81,59,73,60,60,72,55,57,52,27,64,64,52
8312,M. Muntari,28,194,77,Qatar,67,67,Free agent,0,Right,63,67,48,60,27,69,69,73,62,66,51,72,49,61,32,67,68,59,80,62,55,26,67,51,67
8313,N. Bellomo,31,174,70,Italy,67,67,Bari,825000,Right,66,61,67,69,55,66,58,40,61,69,64,67,72,69,81,67,74,76,62,65,59,60,56,69,44
8314,S. Hutchinson,32,182,73,England,67,67,Reading,650000,Right,49,51,60,60,66,72,49,63,40,60,47,51,58,63,63,57,75,62,72,53,85,63,48,54,55
8315,O. Haddadi,30,185,76,Tunisia,67,67,SpVgg Greuther Fürth,825000,Left,72,41,60,62,66,74,34,62,42,60,69,74,55,66,58,58,65,73,76,36,70,67,54,54,41
8316,Y. Ackah,23,169,65,Ghana,67,71,Yukatel Kayserispor,1300000,Right,68,45,55,68,66,60,38,50,44,70,65,70,73,67,86,63,80,72,40,42,90,70,52,56,48
8317,W. Tandazo,22,164,68,Peru,67,76,FBC Melgar,2300000,Right,63,60,63,67,66,59,61,62,49,66,66,60,71,55,80,59,58,81,47,62,61,63,69,72,51
8318,C. Arrua,24,172,70,Paraguay,67,72,Club Nacional,1500000,Right,70,68,63,69,62,62,70,36,38,67,70,70,61,60,59,70,60,80,59,72,49,60,60,68,70
8319,J. Forster-Caskey,28,178,64,England,67,67,Charlton Athletic,1000000,Left,64,62,66,69,63,67,61,49,41,69,67,61,76,65,78,64,78,74,65,66,62,64,64,68,68
8320,C. Magallán,24,174,72,Venezuela,67,71,Hermanos Colmenarez,1500000,Right,83,64,63,65,50,60,65,55,55,62,83,83,72,60,65,67,71,70,60,62,44,45,61,68,67
8321,S. Thern,29,181,76,Sweden,67,67,IFK Göteborg,1000000,Right,75,64,66,70,58,68,62,44,68,68,73,76,82,64,77,66,39,73,67,68,69,63,65,70,53
8322,A. McGeady,36,177,73,Republic of Ireland,67,67,Hibernian,325000,Right,64,68,68,71,44,56,65,60,67,70,65,64,80,65,76,72,33,49,58,71,66,51,65,67,71
8323,L. Hinterseer,31,192,86,Austria,67,67,F.C. Hansa Rostock,850000,Right,41,67,62,65,40,76,64,73,69,67,49,34,62,69,53,74,68,69,86,68,60,33,68,64,68
8324,M. Schultz,29,194,88,Germany,67,67,Eintracht Braunschweig,850000,Right,53,26,46,51,66,74,23,69,27,57,53,53,33,62,32,40,55,56,86,19,70,64,24,24,35
8325,A. Appindangoye,30,184,85,Gabon,67,67,Demir Grup Sivasspor,825000,Right,52,45,55,52,69,75,44,69,44,49,49,54,60,57,52,55,63,74,80,35,68,69,45,55,48
8326,Ž. Gavrić,21,181,72,Serbia,67,77,Ferencvárosi TC,2300000,Right,75,63,66,69,52,58,58,52,73,67,77,74,74,59,74,64,57,58,58,67,57,58,69,64,72
8327,H. Stengel,26,180,74,Norway,67,68,Strømsgodset IF,1200000,Right,60,61,67,67,62,76,57,47,51,68,68,54,71,66,76,68,57,84,72,64,80,65,62,65,65
8328,S. Szmodics,26,167,64,Republic of Ireland,67,68,Blackburn Rovers,1200000,Right,80,65,62,70,48,64,65,43,62,66,83,77,90,64,90,65,66,82,55,64,62,45,66,66,62
8329,J. Marulanda,26,179,71,Colombia,67,68,Club Deportes Tolima,1100000,Right,74,35,54,59,62,64,31,52,32,60,69,78,65,62,70,40,54,80,58,37,59,61,48,48,32
8330,K. Hoever,20,182,73,Netherlands,67,79,PSV,2300000,Right,72,38,61,64,64,63,34,53,40,63,71,73,67,61,64,42,72,63,62,39,64,64,45,53,43
8331,J. Villagra,21,183,69,Chile,67,77,Unión Española,2100000,Right,66,24,43,46,67,71,21,64,22,57,64,68,45,64,64,32,80,65,75,18,66,66,29,30,32
8334,Clésio,27,183,73,Mozambique,67,67,Clube Sport Marítimo,1100000,Right,77,56,62,71,57,62,53,68,50,68,76,78,82,64,73,65,71,69,60,55,57,55,64,64,54
8335,D. Furman,29,181,72,Poland,67,67,Wisła Płock,1000000,Right,66,64,68,66,64,72,62,60,46,67,66,66,67,66,71,70,73,69,68,68,86,64,62,68,63
8337,J. Sánchez,33,167,70,Peru,67,67,FBC Melgar,625000,Right,81,67,63,67,32,62,65,57,44,65,83,79,73,63,75,74,52,70,58,70,62,49,62,65,70
8338,V. Gvilia,28,182,80,Georgia,67,67,Raków Częstochowa,1000000,Right,64,64,68,67,54,72,65,55,52,67,65,64,74,66,69,67,57,81,73,63,61,53,65,69,58
8339,P. Sokołowski,27,181,73,Poland,67,68,Legia Warszawa,1000000,Right,61,49,61,66,64,71,44,52,29,64,62,60,72,66,60,58,59,82,71,58,58,67,54,62,46
8340,G. Margreitter,33,186,87,Austria,67,67,Grasshopper Club Zürich,475000,Right,40,24,46,42,67,69,16,73,14,43,38,41,34,64,56,48,75,43,82,18,69,65,26,49,23
8341,Ruan,27,170,65,Brazil,67,68,Orlando City Soccer Club,1100000,Right,93,31,60,68,57,67,26,49,25,66,91,94,84,59,75,45,68,75,62,23,68,53,62,60,32
8342,B. Hansen,28,189,75,Denmark,67,69,Molde FK,1000000,Right,62,28,44,47,66,74,23,65,23,58,58,65,51,66,47,41,75,75,78,25,64,64,24,34,32
8343,L. Zuta,29,183,72,North Macedonia,67,67,Vålerenga Fotball,900000,Left,76,49,63,64,63,70,45,58,46,63,74,77,69,64,69,67,69,69,69,43,74,62,45,63,43
8344,Franquesa,25,174,70,Spain,67,71,Levante Unión Deportiva,1300000,Left,75,52,59,66,61,63,57,52,32,65,78,72,68,63,76,52,62,71,59,44,62,61,62,51,50
8345,E. Aiwu,21,185,77,Austria,67,77,US Cremonese,2100000,Right,70,42,54,56,65,75,38,66,34,62,68,72,69,64,62,55,83,73,78,39,70,63,44,48,34
8346,T. Schröck,29,188,84,Germany,67,67,FC Ingolstadt 04,850000,Right,64,63,58,59,65,77,53,70,74,61,62,66,57,58,57,76,81,82,78,74,69,62,53,51,47
8347,J. Ceka,22,169,63,Germany,67,72,1. FC Magdeburg,1600000,Left,78,64,59,74,28,48,66,46,53,72,80,76,91,56,90,62,46,63,34,66,65,25,59,55,58
8348,P. Wiśniewski,23,194,91,Poland,67,74,Venezia FC,1900000,Right,84,25,45,51,66,78,16,60,28,53,81,87,61,65,57,40,58,70,88,25,68,64,22,35,38
8349,M. Murillo,28,184,80,Colombia,67,67,Royal Pari,1000000,Right,71,68,58,64,35,75,69,65,61,64,60,80,71,65,33,72,49,80,81,64,59,29,65,52,75
8350,S. Schimmer,28,185,87,Germany,67,67,1. FC Heidenheim 1846,1000000,Right,66,68,45,62,29,73,71,69,67,64,64,67,66,65,61,70,82,65,77,59,69,20,72,40,60
8351,R. Assalé,28,167,65,Côte d'Ivoire,67,67,Dijon FCO,1000000,Right,84,68,64,72,29,53,67,54,69,68,91,78,92,67,91,74,41,80,42,66,51,21,68,67,56
8352,Y. Gboho,21,178,64,France,67,76,KSV Cercle Brugge,2300000,Right,76,61,63,74,35,55,61,50,59,72,79,74,81,65,77,64,45,65,52,56,50,30,63,64,60
8353,P. Barrios,32,180,82,Argentina,67,67,Godoy Cruz,650000,Right,64,44,56,55,67,72,33,65,34,58,66,62,63,67,67,62,59,70,75,58,72,68,34,53,41
8354,E. Dilaver,31,184,82,Austria,67,67,Dinamo Zagreb,700000,Right,67,52,59,60,65,73,39,69,44,64,68,67,64,63,56,70,72,71,72,65,78,64,47,54,49
8355,J. Donacien,28,183,75,Saint Lucia,67,68,Ipswich Town,975000,Right,82,36,51,60,66,76,28,63,36,60,79,84,62,63,61,50,82,75,78,35,69,64,52,45,38
8356,M. Ritter,27,173,72,Germany,67,67,1. FC Kaiserslautern,1100000,Right,77,67,66,75,58,67,65,46,65,75,80,75,85,66,84,75,70,70,66,67,65,60,65,67,47
8357,D. Miculescu,21,189,83,Romania,67,76,FCSB (Steaua),2300000,Left,71,62,60,69,35,65,65,65,43,69,70,72,70,64,56,60,71,64,77,67,37,26,64,62,45
8358,S. Eduok,28,176,76,Nigeria,67,67,Hajduk Split,1000000,Left,80,66,62,68,30,67,64,58,65,67,74,84,77,62,78,72,60,67,71,68,57,18,63,58,61
8359,P. Yade,22,185,76,Senegal,67,74,ESTAC Troyes,2100000,Left,82,68,59,68,40,66,66,59,63,70,84,80,69,53,58,74,55,56,76,68,54,35,63,59,64
8360,Alex Millán,22,182,74,Spain,67,74,Futebol Clube de Famalicão,2100000,Right,69,69,53,64,35,59,72,66,59,63,69,69,65,59,63,69,68,64,66,65,33,32,69,49,59
8361,Salva Ferrer,24,184,73,Spain,67,73,Spezia,1500000,Right,69,34,57,60,65,71,25,63,38,59,71,68,66,61,66,48,67,70,72,33,70,65,50,51,48
8362,D. Drăguș,22,185,80,Romania,67,73,Standard de Liège,1700000,Right,80,65,53,69,19,71,69,66,67,66,78,81,78,62,73,59,76,72,71,62,68,12,64,53,59
8363,A. Opoku,23,185,71,Germany,67,75,1. FC Kaiserslautern,2300000,Right,87,55,66,71,39,61,52,48,46,68,86,88,81,59,69,64,60,71,57,55,57,34,56,68,48
8364,P. Ngawa,30,187,75,Belgium,67,67,Oud-Heverlee Leuven,825000,Right,74,41,50,62,67,71,33,64,32,62,69,78,74,62,60,56,77,68,73,45,69,65,38,39,41
8365,Simón Moreno,24,174,73,Spain,67,72,CD Mirandés,1600000,Right,74,68,54,65,28,57,69,67,60,64,73,74,57,67,70,69,67,62,60,65,40,25,65,56,68
8367,M. Harris,23,182,75,Wales,67,72,Cardiff City,1600000,Right,83,63,60,69,40,68,67,61,60,67,84,82,79,69,73,61,75,74,69,56,54,24,69,65,52
8369,Aimar Oroz,20,177,73,Spain,66,79,CA Osasuna,2100000,Right,67,64,68,65,52,55,63,44,45,65,74,62,69,61,68,69,56,66,51,66,53,55,62,67,58
8370,J. Cruz,22,184,71,Argentina,66,74,Club Atlético Banfield,1900000,Right,64,68,47,60,28,64,72,69,64,62,62,65,54,59,63,66,71,55,73,61,53,19,66,45,66
8371,N. Morgantini,27,175,70,Argentina,66,66,Platense,825000,Right,77,50,61,66,61,66,43,55,51,65,76,77,75,60,72,67,72,74,60,49,69,61,60,61,45
8372,J. Cáceres,22,173,62,Argentina,66,74,Racing Club,1800000,Right,79,45,57,63,60,66,38,66,49,63,79,79,75,56,78,59,77,77,63,44,59,58,54,47,48
8373,Cadete,28,185,81,Spain,66,66,Melbourne Victory,775000,Left,69,38,63,62,62,68,35,46,33,62,69,69,74,60,57,40,71,70,67,35,67,64,63,60,46
8374,Kim Dong Hyun,25,182,72,Korea Republic,66,71,Gangwon FC,1100000,Right,66,49,60,65,57,77,44,40,35,68,66,66,70,64,71,52,64,86,78,57,68,68,57,60,46
8375,E. Adams,26,178,76,Gambia,66,68,Cardiff City,1100000,Right,72,59,61,67,65,82,60,65,49,66,75,69,75,65,71,61,89,91,74,56,90,65,63,65,55
8376,R. Herrera,33,185,85,Uruguay,66,66,Club Atlético River Plate,400000,Right,40,38,49,51,68,65,35,59,37,57,50,32,46,63,31,43,68,49,72,39,68,70,42,44,39
8378,B. Reynolds,21,188,75,United States,66,75,KVC Westerlo,1800000,Right,70,47,59,60,62,64,47,58,39,60,69,70,64,67,53,49,72,72,63,42,52,62,50,62,54
8379,J. Doyle-Hayes,23,175,68,Republic of Ireland,66,70,Hibernian,1200000,Right,71,58,65,66,63,66,58,59,57,68,70,72,73,63,75,61,59,76,60,59,68,63,59,64,50
8380,L. Nieto,31,175,80,Argentina,66,66,Sport Boys,700000,Left,72,63,62,69,31,58,60,46,46,64,73,71,75,63,67,65,59,68,56,70,48,33,65,66,70
8381,P. Steinhart,29,181,73,Germany,66,66,TSV 1860 München,750000,Left,73,55,65,61,59,72,49,57,51,63,74,72,71,50,71,66,73,81,72,57,62,61,53,59,68
8383,R. Cabral,21,170,64,Argentina,66,77,Club Atlético Huracán,1900000,Right,75,58,59,72,29,49,58,42,55,71,77,74,77,64,83,66,52,58,47,50,40,19,59,65,55
8384,G. Henriksson,24,188,80,Sweden,66,71,IF Elfsborg,1200000,Right,64,39,56,50,65,68,32,67,44,57,64,64,45,62,61,46,82,50,76,50,68,66,34,39,37
8385,D. Polanco,23,177,75,Colombia,66,74,La Equidad,1800000,Right,55,26,46,42,67,67,25,68,24,59,55,55,48,64,65,35,74,65,70,16,60,64,25,29,35
8386,T. Eaves,30,191,93,England,66,66,Rotherham United,850000,Right,53,66,47,60,37,80,65,73,63,64,52,54,58,63,34,74,69,69,91,60,67,24,66,53,65
8387,Paulo Henrique,25,180,76,Portugal,66,68,Santa Clara,975000,Left,72,49,57,60,62,69,40,47,40,60,71,72,61,59,60,66,60,71,73,52,60,63,51,53,53
8388,G. Benavídez,26,175,71,Argentina,66,68,Club Atlético Talleres,975000,Right,65,36,55,59,64,59,36,44,30,58,66,64,58,55,66,33,50,68,55,31,58,62,59,41,44
8389,S. D'Almeida,26,178,78,Benin,66,69,Pau FC,1100000,Right,78,55,60,67,63,85,54,61,47,69,80,77,77,63,75,63,80,91,81,52,88,62,63,63,50
8390,V. Vevatne,27,183,73,Norway,66,68,Viking FK,900000,Left,66,57,55,61,65,76,56,63,31,61,65,66,63,65,71,67,71,80,79,60,67,66,55,40,51
8391,J. Meza,36,163,66,Venezuela,66,66,Estudiantes de Mérida,275000,Right,78,66,62,68,55,48,63,39,57,66,80,77,78,60,87,70,58,78,38,71,35,65,60,59,65
8392,Martí Riverola,31,177,72,Spain,66,66,FC Andorra,700000,Right,71,59,63,66,33,56,54,51,45,67,74,68,77,57,61,71,52,64,56,62,47,28,57,70,59
8393,M. Martins,27,185,81,Luxembourg,66,67,FK Austria Wien,900000,Right,78,50,58,58,60,72,47,63,38,56,73,82,64,58,58,60,56,73,76,48,65,58,58,51,53
8394,D. Anderson,27,175,68,Suriname,66,66,Oxford United,825000,Right,78,38,58,68,60,66,30,60,35,66,74,82,80,57,78,56,62,71,62,31,70,61,69,53,41
8395,Á. Gracia,33,168,70,Ecuador,66,66,CS Emelec,450000,Left,69,51,63,55,61,76,39,57,37,59,68,69,80,54,58,74,85,89,79,55,51,64,67,69,56
8396,F. Quinteros,23,176,69,Argentina,66,75,Club Atlético Sarmiento,1800000,Left,69,42,54,63,63,57,45,52,26,63,68,70,63,62,73,41,59,64,48,39,71,64,54,34,41
8397,Estevãtinho,30,178,74,Brazil,66,66,Fluminense,825000,Right,44,57,73,65,27,57,54,49,49,71,42,45,58,52,70,49,66,49,66,73,44,23,64,78,44
8398,R. El Yaakoubi,26,183,80,Netherlands,66,70,Excelsior,1100000,Right,67,55,56,54,65,71,46,63,30,59,68,66,48,63,61,72,65,73,71,71,68,65,31,34,44
8399,R. Toledo,32,175,75,Paraguay,66,66,Guaireña FC,675000,Right,59,63,62,65,60,61,62,49,33,64,55,63,61,65,72,65,56,74,58,70,53,63,65,65,62
8400,Thiago Andrade,21,180,68,Brazil,66,75,New York City FC,1900000,Right,84,64,55,70,44,58,63,45,59,67,82,86,83,57,75,70,78,61,51,68,65,29,62,53,49
8401,E. Utkus,22,190,77,Lithuania,66,73,KSV Cercle Brugge,1600000,Right,59,35,56,55,67,71,31,70,28,58,55,62,52,49,50,46,70,63,77,32,66,68,37,52,47
8402,S. Lex,32,178,74,Germany,66,66,TSV 1860 München,700000,Right,81,64,59,69,29,64,66,57,61,66,84,79,77,67,80,68,71,70,66,58,48,28,67,60,57
8403,M. Ríos,29,175,75,Bolivia,66,66,Club Deportivo Oriente Petrolero,850000,Right,73,61,65,68,60,59,60,45,55,66,72,73,80,60,70,67,52,65,59,55,55,60,61,57,70
8404,N. Harriel,21,180,79,United States,66,75,Philadelphia Union,1800000,Right,78,32,51,55,64,73,29,60,29,55,77,78,61,60,60,38,70,75,74,28,69,61,38,35,38
8405,G. Paquiez,28,182,72,France,66,66,Grenoble Foot 38,775000,Right,69,45,59,61,63,71,34,55,47,61,68,70,68,60,68,61,65,77,73,48,62,62,54,52,53
8406,N. Zalazar,25,175,77,Argentina,66,70,Defensa y Justicia,1100000,Right,67,36,37,45,66,73,29,67,25,58,69,65,61,58,53,50,71,67,79,38,68,65,35,22,40
8407,J. Díaz,24,182,76,Argentina,66,73,Barracas Central,1600000,Right,73,41,48,51,68,64,39,67,35,48,76,71,71,60,74,47,73,67,63,38,58,60,45,44,41
8408,S. McLoughlin,25,191,89,Republic of Ireland,66,70,Hull City,1100000,Left,52,31,50,55,66,72,29,61,26,59,49,55,43,63,50,41,70,68,77,21,64,64,44,39,41
8409,D. Linsmayer,30,181,78,Germany,66,66,FC Ingolstadt 04,725000,Left,48,50,61,63,63,73,45,62,32,63,52,44,62,64,64,51,80,80,74,65,60,64,47,62,48
8410,E. Farías,34,184,81,Venezuela,66,66,Deportivo Táchira FC,425000,Right,61,66,52,60,27,77,69,65,68,63,55,66,52,61,59,70,85,67,82,55,73,33,66,58,64
8411,R. Brown,26,175,78,England,66,68,Forest Green Rovers,1100000,Right,80,62,65,69,59,66,62,50,53,66,82,78,84,64,82,65,74,80,62,63,58,64,64,67,59
8412,Liu Yang,27,184,75,China PR,66,67,Shandong Taishan,900000,Left,80,53,57,65,62,68,53,66,41,64,81,79,74,56,58,64,80,73,69,47,56,65,58,56,40
8413,A. Jacobsen,32,182,76,Denmark,66,66,AC Horsens,700000,Right,69,66,51,65,29,63,66,59,64,64,71,68,65,68,72,70,78,72,70,63,30,33,68,58,67
8414,T. Torun,32,176,72,Turkey,66,66,Kasimpaşa SK,675000,Right,67,62,66,70,43,55,57,56,58,68,68,67,73,60,75,70,72,53,61,66,39,44,62,63,56
8416,Diogo Queirós,23,185,80,Portugal,66,72,Futebol Clube de Famalicão,1200000,Right,52,36,42,50,66,70,38,69,20,60,54,51,54,62,63,55,79,64,75,16,65,65,21,30,52
8417,A. Gryszkiewicz,22,185,83,Poland,66,73,SC Paderborn 07,1600000,Left,70,33,56,60,65,77,28,62,30,61,72,69,66,60,67,35,80,79,81,38,64,64,44,44,37
8418,F. Al Muwallad,27,167,68,Saudi Arabia,66,66,Al Shabab,900000,Right,88,63,60,65,44,64,55,55,67,61,86,90,77,62,61,78,80,63,62,63,66,45,64,64,70
8419,F. Antonucci,23,172,66,Belgium,66,74,FC Volendam,1900000,Right,72,60,65,71,31,56,64,41,54,74,74,70,76,56,80,63,52,64,54,52,52,27,59,66,56
8420,J. McGrath,25,175,71,Republic of Ireland,66,71,Dundee United,1200000,Right,75,63,63,70,57,64,62,51,52,67,80,71,86,64,75,65,64,80,65,62,39,58,64,64,74
8422,T. Akindele,30,185,77,Canada,66,66,Orlando City Soccer Club,850000,Right,81,63,52,65,33,71,61,68,57,65,79,83,73,62,63,70,70,63,78,61,62,25,65,59,66
8423,Yun Il Lok,30,178,65,Korea Republic,66,66,Ulsan Hyundai FC,825000,Right,76,59,61,67,46,64,59,56,58,63,80,72,78,62,72,61,69,62,66,58,58,58,67,66,51
8424,G. Madine,31,192,75,England,66,66,Blackpool,725000,Right,47,67,53,61,32,79,65,74,68,66,43,51,53,66,51,71,82,64,87,63,79,33,69,63,74
8425,K. Mensah,31,171,74,Denmark,66,66,Brøndby IF,625000,Right,77,58,59,68,58,72,55,48,55,66,73,80,84,62,83,62,77,76,72,59,64,55,64,49,58
8426,R. Stearman,34,191,73,England,66,66,Derby County,275000,Right,33,34,46,44,67,63,30,68,30,55,32,34,47,64,47,50,72,34,73,28,70,66,28,34,32
8427,A. Al Zain,30,182,65,Saudi Arabia,66,66,Damac FC,825000,Left,82,60,59,69,42,62,60,55,60,66,78,86,77,53,62,63,53,73,59,59,57,45,60,55,46
8428,L. Daschner,23,182,76,Germany,66,73,FC St. Pauli,1700000,Right,72,61,62,68,48,63,65,55,54,67,73,72,75,60,78,61,74,70,62,61,52,55,56,68,40
8429,V. Costache,23,176,72,Romania,66,71,Rapid București,1300000,Right,82,61,61,64,28,65,60,54,49,61,81,83,82,62,71,68,75,76,59,60,65,25,63,61,50
8430,A. Al Hassan,25,182,65,Saudi Arabia,66,71,Al Nassr,1100000,Right,67,51,60,64,61,71,55,54,39,65,66,67,63,62,65,51,69,75,67,47,74,66,60,60,42
8431,F. Bastians,34,188,84,Germany,66,66,Rot-Weiß Essen,325000,Left,58,55,60,56,68,71,45,66,65,54,57,59,61,64,64,70,60,64,77,58,67,69,58,58,65
8432,F. Alidou,20,186,84,Germany,66,77,Eintracht Frankfurt,1900000,Right,84,59,58,69,28,57,61,37,50,69,88,81,67,52,67,63,50,56,62,53,49,25,60,56,50
8433,L. Salvesen,26,186,82,Norway,66,69,FK Bodø/Glimt,1100000,Left,68,65,52,60,38,77,66,67,55,61,67,68,56,65,68,72,85,76,80,60,69,34,67,55,56
8434,E. Ruud,38,182,76,Norway,66,66,Odds BK,190000,Right,53,64,70,65,63,71,58,61,58,67,55,52,67,70,64,79,75,70,70,67,72,64,60,67,62
8435,L. Delap,19,186,80,England,66,84,Stoke City,2200000,Right,71,66,49,62,24,69,69,68,64,64,66,75,62,58,62,70,68,60,76,60,64,17,62,52,60
8436,K. Lee,34,178,76,England,66,66,Bolton Wanderers,400000,Right,50,59,66,66,63,64,62,59,60,67,52,49,65,66,73,57,76,72,61,54,59,65,64,66,59
8437,R. Edwards,26,173,68,Canada,66,66,LA Galaxy,850000,Left,77,54,61,71,61,71,54,60,49,67,78,76,78,63,75,58,75,73,70,51,72,55,62,63,49
8438,R. Pantalon,24,194,86,Croatia,66,72,Rio Ave FC,1200000,Right,53,32,37,38,66,76,30,54,28,50,54,53,40,63,41,42,75,55,92,25,64,64,24,29,48
8439,Arnau Comas,22,191,83,Spain,66,74,FC Basel 1893,1800000,Right,61,35,54,54,66,61,34,66,31,62,54,66,54,67,46,44,70,45,68,29,59,66,29,49,42
8440,N. Skyttä,20,170,69,Finland,66,78,Viking FK,2100000,Left,65,53,64,70,43,47,58,44,46,71,61,69,66,57,80,56,50,54,46,38,40,26,64,68,55
8441,L. Hurtado,28,180,74,Bolivia,66,66,Club Deportivo Guabirá,850000,Left,65,64,67,64,62,61,68,44,55,61,63,67,72,65,72,68,61,70,58,55,55,65,61,65,66
8442,N. Nkounkou,21,180,78,France,66,78,Cardiff City,2000000,Left,81,41,59,64,59,69,38,54,28,63,78,83,71,60,72,52,66,75,70,39,59,57,53,52,36
8443,S. Sebulonsen,22,181,78,Norway,66,72,Brøndby IF,1300000,Right,77,59,58,64,59,74,61,61,48,64,79,75,69,60,64,67,66,83,73,53,67,56,61,51,48
8444,H. Sy,26,170,75,France,66,69,Amiens SC,1000000,Left,75,38,52,62,59,72,32,46,27,60,73,77,76,57,82,50,75,83,71,40,59,60,58,47,36
8446,F. Friday,27,187,90,Nigeria,66,67,Strømsgodset IF,1000000,Right,76,65,50,66,27,73,67,60,55,65,71,80,60,57,66,68,74,61,86,63,56,23,62,50,61
8447,F. Campos,28,179,79,Chile,66,66,CD Everton de Viña del Mar,775000,Right,72,44,60,61,61,74,40,64,37,61,74,70,73,60,55,50,80,75,80,48,58,61,58,53,40
8448,M. Merghem,24,185,75,France,66,69,En Avant de Guingamp,1200000,Left,73,63,64,69,48,67,63,46,62,67,75,72,77,53,74,66,59,71,69,64,58,52,56,58,64
8451,F. Peña,21,180,75,Argentina,66,74,River Plate,1800000,Right,69,45,61,61,66,68,40,65,35,62,68,69,67,64,66,59,71,64,72,44,61,67,49,58,50
8452,P. Dorn,25,179,74,Germany,66,67,FC Luzern,1000000,Left,81,61,60,64,60,64,65,58,52,65,82,80,71,57,70,60,71,84,58,61,50,57,56,59,52
8453,R. Jenssen,34,173,71,Norway,66,66,Tromsø IL,400000,Left,63,59,66,65,61,75,54,45,66,65,67,60,71,68,78,70,81,80,73,60,70,65,62,63,55
8454,A. Jukic,21,183,73,Austria,66,73,FK Austria Wien,1700000,Right,71,66,65,67,44,61,66,58,61,67,68,74,72,59,66,70,53,58,66,64,52,40,59,65,61
8455,V. Boniface,21,193,85,Nigeria,66,74,Royale Union Saint-Gilloise,1900000,Right,74,64,50,66,26,74,66,60,58,65,73,75,70,60,76,67,78,68,87,60,46,28,65,56,64
8456,A. Saidi,22,186,76,Sweden,66,71,Hammarby IF,1300000,Right,71,60,62,68,41,62,66,42,42,66,72,71,80,67,77,63,51,67,62,49,56,50,68,61,56
8457,T. Allende,23,185,78,Argentina,66,72,Godoy Cruz,1400000,Right,65,60,60,62,28,65,58,68,61,67,62,67,52,64,50,65,66,73,67,58,48,21,70,65,57
8458,S. Medina,22,178,67,Argentina,66,75,Patronato,1900000,Left,75,64,60,66,49,57,64,46,50,66,74,76,70,65,72,67,39,67,55,63,53,45,59,64,65
8459,H. Zuck,31,176,69,Germany,66,66,1. FC Kaiserslautern,625000,Left,74,51,64,68,58,58,38,57,61,66,73,74,80,63,80,66,63,77,49,58,54,61,62,66,56
